"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","exp_stage","problem_time","correct","exp_id"
"1932","13","text","0","1934","0.0-0.0","s640","","","","","","","","","","","","","","","","","",""
"750","89","poldrack-text","1","3689","0.0-1.0","s640","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","750","500","fmri_response_test","","","","","","","","","","","","","",""
"363","71","poldrack-text","2","4555","0.0-2.0","s640","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","363","500","fmri_response_test","","","","","","","","","","","","","",""
"1491","82","poldrack-text","3","6547","0.0-3.0","s640","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1491","500","fmri_response_test","","","","","","","","","","","","","",""
"109499","32","poldrack-single-stim","4","116553","0.0-4.0","s640","","109499","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","109499","","","","","","","","","","",""
"23758","32","poldrack-text","5","140312","0.0-5.0","s640","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","23758","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1372","84","poldrack-text","6","141685","0.0-6.0","s640","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1372","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","7","142365","0.0-7.0","s640","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","8","143045","0.0-8.0","s640","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","9","143725","0.0-9.0","s640","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","10","144405","0.0-10.0","s640","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","11","145084","0.0-11.0","s640","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","12","145764","0.0-12.0","s640","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","13","146445","0.0-13.0","s640","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","14","147125","0.0-14.0","s640","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"678","84","poldrack-text","15","147804","0.0-15.0","s640","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"681","84","poldrack-text","16","148485","0.0-16.0","s640","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","17","149165","0.0-17.0","s640","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","18","149845","0.0-18.0","s640","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"681","84","poldrack-text","19","150526","0.0-19.0","s640","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"678","84","poldrack-text","20","151205","0.0-20.0","s640","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","21","151885","0.0-21.0","s640","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","152891","0.0-22.0","s640","","1000","0","fmri_buffer","","none","1000","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","23","154394","0.0-23.0","s640","","1500","500","practice_start_block","<div class = centerbox><div class = center-text>About to start practice</p></div>","none","1500","","","","","","","","","","",""
