"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"1844","13","text","0","1846","0.0-0.0","s592","","","","","","","","","","","","","","","",""
"1433","89","poldrack-text","1","4283","0.0-1.0","s592","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1433","500","fmri_response_test","","","","","","","","","","","",""
"505","71","poldrack-text","2","5293","0.0-2.0","s592","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","505","500","fmri_response_test","","","","","","","","","","","",""
"663","82","poldrack-text","3","6461","0.0-3.0","s592","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","663","500","fmri_response_test","","","","","","","","","","","",""
"20213","32","poldrack-single-stim","4","27181","0.0-4.0","s592","","20213","500","instructions","<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>","32","20213","","","","","","","","",""
"1047","89","poldrack-categorize","5","29692","0.0-5.0-0.0-0.0","s592","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","500","congruent","red","red","1","practice",""
"-1","-1","poldrack-single-stim","6","29946","0.0-5.0-1.0","s592","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"712","82","poldrack-categorize","7","31953","0.0-5.0-2.0-0.0","s592","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","500","congruent","green","green","2","practice",""
"-1","-1","poldrack-single-stim","8","32209","0.0-5.0-3.0","s592","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"645","82","poldrack-categorize","9","34215","0.0-5.0-4.0-0.0","s592","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","3","practice",""
"-1","-1","poldrack-single-stim","10","34471","0.0-5.0-5.0","s592","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"574","71","poldrack-categorize","11","36476","0.0-5.0-6.0-0.0","s592","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","4","practice",""
"-1","-1","poldrack-single-stim","12","36732","0.0-5.0-7.0","s592","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"660","89","poldrack-categorize","13","38737","0.0-5.0-8.0-0.0","s592","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","5","practice",""
"-1","-1","poldrack-single-stim","14","38994","0.0-5.0-9.0","s592","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"722","71","poldrack-categorize","15","40999","0.0-5.0-10.0-0.0","s592","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","6","practice",""
"-1","-1","poldrack-single-stim","16","41252","0.0-5.0-11.0","s592","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"648","89","poldrack-categorize","17","43255","0.0-5.0-12.0-0.0","s592","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","7","practice",""
"-1","-1","poldrack-single-stim","18","43509","0.0-5.0-13.0","s592","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"730","82","poldrack-categorize","19","45516","0.0-5.0-14.0-0.0","s592","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","8","practice",""
"-1","-1","poldrack-single-stim","20","45772","0.0-5.0-15.0","s592","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"462","71","poldrack-categorize","21","47778","0.0-5.0-16.0-0.0","s592","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","9","practice",""
"-1","-1","poldrack-single-stim","22","48034","0.0-5.0-17.0","s592","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"22673","32","poldrack-text","23","70709","0.0-6.0","s592","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","22673","0","fmri_scanner_wait","","","","","","","","","","","",""
"2041","84","poldrack-text","24","72750","0.0-7.0","s592","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","2041","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","25","73430","0.0-8.0","s592","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","26","74110","0.0-9.0","s592","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","27","74791","0.0-10.0","s592","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","28","75471","0.0-11.0","s592","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","29","76150","0.0-12.0","s592","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","30","76831","0.0-13.0","s592","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","31","77510","0.0-14.0","s592","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","32","78190","0.0-15.0","s592","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","33","78871","0.0-16.0","s592","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","34","79551","0.0-17.0","s592","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
