,0,1,2,3,4,5,6,7,8
s518,-1.903524288975086,0.8609642682413758,0.1906660476617517,-0.2902244407162013,-0.3394442952698582,0.21292569851144216,-0.3845229450529661,-0.5223494663611079,-0.4473220769475318
s519,-2.8601755947078127,-1.7345967520427732,-0.7871504775786835,0.29630230742146785,0.38184748970358345,-0.4904360307731463,0.3245833771471899,-0.1902982460185757,-0.03252824373633454
s524,1.8484840647098615,-0.556873977575195,-2.3971339537095746,0.2072056769054798,1.863497473826914,2.318232461597086,0.4580377264102528,0.5577862344026,-0.08936143959637524
s525,-1.7470636665481523,-0.6187694886956894,1.719771944390413,-0.31570953503566196,1.0732200239545144,0.10508356472286094,-0.4788731241156494,0.6259920666354026,0.059727484691981074
s526,-1.8119846092579879,-0.8275784704303998,0.11079663398225745,-0.6013841651646141,0.1033683717524867,0.23562427006967326,0.7674599590522921,0.33841679399950675,-0.27945489453773076
s541,-1.596897554256538,0.7423184591227172,0.48022135962002194,-0.4012683357094748,1.0591154357983783,0.3043411680777535,-0.22977342049404317,0.2282532761128401,-0.1661084675205672
s546,-0.6910298983631993,1.1526078258316335,0.28757520857645125,1.1355429668713406,-0.28506404678221187,0.04178189860605694,-0.46510330170293146,-0.39415848601597653,0.42863313731328817
s548,0.242359625624831,-1.994455612061277,2.9365862439585744,-2.123419362353973,-0.5879434997905744,-0.13398361731840336,0.6803786499486313,-0.04877922959202133,-0.831824474545747
s549,-1.4232533091344228,-0.19644082416829,-0.8814152748178904,0.8667195651936427,-0.8937343356986266,0.4253191459338683,-0.9589183578408832,0.5465257154661515,0.20801624559476506
s553,0.7194820963315728,0.38387512811300994,1.0662644865330537,-0.25310243309052244,-0.6755387201273892,-0.9053362767061072,-0.043863690394914064,1.4466417660175623,-0.8609600687691927
s554,-0.8646327903048627,0.6643855987623281,-0.4023704931275833,-1.2747677490752636,0.10450601945891214,-0.1833018282928715,0.10744628621101954,0.17801359832211278,-0.25721473857524046
s555,-3.0731847405610484,-0.42704148388119356,-0.4376804726512853,-0.3155974825460421,-0.08353754262927857,-0.1625146103324183,0.01639970462472902,-0.08237114357952016,-0.027998633167671795
s556,-1.0159687545454352,1.530309183782049,1.5878217421316958,0.230808713826745,-0.1358062908727854,0.7402969663687832,-0.7287297907258915,0.16255092696071805,0.9118760528879212
s557,-0.9499779423099551,-0.4788268412389504,0.7894985824608078,-0.6115671564554109,0.8609778896943493,-0.3910969914453018,-0.37541789396327613,0.23083400001634263,0.3689611825904665
s558,-1.6835144399838293,-1.3562627006444217,-1.1374815471711615,-0.41913793920762094,0.7077432047857041,-0.862823311482517,-0.3055274107813218,0.3335532992837103,-1.0367524686486767
s561,0.14561192448242077,1.930084838283836,-0.11415376938878477,0.0944067652363545,-0.4647302379841928,-0.24884586152620952,-0.0051496541339222665,0.6295159644037224,0.17672353315014408
s567,0.6044674147681639,0.22478675663405392,-0.9871458166299089,-0.7027033011851445,3.141080672048162,1.076230913471428,-0.9498804638460382,0.2286583942234458,0.1844255973153693
s568,1.7867421564708217,0.21062112330371546,-0.28086172043393987,0.3645837140305575,1.2510018789847204,-1.147898213002294,0.3046532671869955,1.0426347865680796,0.4201728453942039
s570,-0.34021571413160034,-1.7237382808758073,0.18531643920834753,-0.1278908173622472,0.5840767200408509,0.9145725386031368,2.431212820219698,-0.3436159090647277,0.8261673844284934
s573,-0.3171559608042651,0.010948180284471554,-0.49468248213679866,0.6881842832103489,-0.07032646926912771,0.02598232911748236,0.4754938881190378,-0.2279274032662225,-0.34970899453145793
s574,1.636609983544111,0.7289264335917225,-0.20300689615651477,1.7130701835956852,-0.510774833396959,0.6791310033990224,-0.2207118266209684,0.5289603417808671,0.11517724871848388
s577,3.675192161277994,0.6815735241218477,-0.9243964766625367,-1.228532273334216,0.7608331214233592,-0.22683673567244744,0.9848770550946213,0.11107123282560356,0.21083993642984294
s579,2.3469259240967717,-0.39684954023522867,-0.12531034409167274,1.0170071702363896,-0.6468542873266947,-0.45140159472688823,-0.17942878435692053,-0.8308552159652959,0.5650588857196137
s581,0.9909202853787943,2.6037827019111313,0.6003422920737762,1.1133431260347086,-0.6664747012443848,1.1172128089608213,-0.4149943222005448,-0.03174258385531331,-0.08063255926600396
s582,0.26977476931367955,-0.6227756735534308,-0.21994754361389113,-0.45708616116903283,0.5584035486657746,-0.3576487066323743,1.5141076337698247,-0.02539188005635912,0.06573778432107617
s583,-2.1375529929226964,0.597647607786974,-1.2499108339549707,-0.5890452431215545,0.14482256852833952,1.0856889577424347,-0.9504159243148746,-0.5110836859796816,0.3515125494583049
s584,0.05637325957661649,-0.13772926256464152,0.23080882785720547,-0.020779885115053836,-0.7832513262113614,0.6871054191921322,0.0026504158848476267,0.5233303008312211,-0.1973194336361892
s585,-1.942745732259807,-1.205715772524037,-0.3410032204095591,-0.0928987552378862,1.1702183632265517,-0.3908461964615833,-0.4283012563845688,0.3086979681181771,-0.7898908153524614
s586,4.135336053228617,0.9004173585142883,2.2535761429373133,2.1386980932619473,0.4512895050324122,-0.6347566354048534,1.0870457248571992,0.00012400372944667147,0.07013842523291285
s587,-2.3437195375706175,0.8007486724554942,0.4173575118834407,1.0243778889584774,0.5918007432971191,-0.3368548014595842,-0.6765215183293658,-0.9245313779602891,-0.14693704866941268
s588,-1.5576969459717893,0.864583126886767,0.4225938929088913,-0.32381421833473983,-0.788195014763374,-0.6666252075714412,-0.3160583899879591,-0.10269493755428813,-0.3675663148136114
s589,-0.7418448342591466,-2.498509003715104,-0.41939175895485103,2.199403897348698,0.08253774291247656,-0.4495895039373712,0.3916602560667423,-0.4461455262635257,1.1337700338170837
s590,-0.42787797390735627,0.5084168629737317,0.6789296752261258,-0.12686055692886467,0.4008180860441751,-1.3812370491210573,0.6482353968563032,0.2915806801426109,-0.23416470947515605
s591,-0.41691013951417977,0.7715803290824363,0.03095035440062539,0.20371160436633878,-0.6499723768249072,0.1619345066725275,0.625726020147187,0.2881467594689924,-0.9827784408584573
s593,-1.9324283280165502,-0.13703341425947582,0.10787001859300183,-0.6431459953957924,0.07054973655887832,0.26880785096927545,0.6059493474328249,0.559846420701384,-0.12295235912937412
s594,0.8579074119274549,0.6284268547137815,0.2955317971346175,0.6658005352756144,0.8572756173374104,1.0418402851355966,0.8080775613669989,-0.872262254044274,-0.46978768723775005
s595,-1.1069323366978554,-0.9195491506669274,-0.7626260792089264,2.033735109762579,-0.8656580163062554,-0.9846811078101336,-0.7871384421363402,-0.07878670358385413,-0.2557711067737713
s596,-1.3699258602528872,0.46094288182044924,0.9659397288286733,-1.3719818570008417,-0.35491951780705044,0.0018425928206407356,-0.07473473472181201,-0.44047538919186896,0.8926943624619514
s597,1.2518448852478472,0.2862913479121962,-0.6137899908727303,-0.8301158564755092,-0.7192146763153706,0.8355587466735926,-0.03557686625695357,-0.35430801209184204,-1.0781374441796698
s598,-2.7851286991816764,0.11689276661683452,-1.0736006095551338,-0.500514205900084,-0.3398062431966574,0.2965152072248548,0.634443637058862,-0.11787667649453189,0.626559383691256
s601,0.47508161561684686,1.3342407843595139,-0.5118032804757356,-1.1374802603401843,1.9932803672794825,0.26284922644997755,-0.9737415325650998,-1.770377066848762,-0.3309034593236384
s602,2.336175418561602,0.49287948185437463,1.3469896097780514,-0.08821034891454858,0.5887201496801399,0.31386951028431137,-0.7789442047738175,0.4300162551176067,0.36349728014606764
s604,0.2591423760094462,1.362931462037626,-0.05855721132537836,1.9891578157931604,-0.4524339332916192,1.4516738097402537,0.938978206407676,0.36372282103009035,0.07167246626511073
s605,-0.5322553330307943,-0.9315785150299088,-0.7263986444684758,-0.7587159375713681,-0.9610620116863974,-0.6771602157529384,0.30501967052157547,-0.6645154210387676,-0.07419315426807993
s606,0.964826266502711,-1.5038417857997362,0.612697476715921,-1.2073054021134553,0.27835495262833115,0.16853354417460867,-0.3520673679377404,0.14557784872557908,0.7279418392708994
s608,1.6999100486447665,-1.4065167839657349,-1.2521399262753967,0.3306049362283408,-0.9463475218805244,0.9395150623976665,0.8340964361416779,-1.117935308634359,-0.43223227532341013
s610,-1.014316815316723,1.281938995578795,-0.5781414182793855,-0.25467134783512435,-1.2506826821279462,0.42226338774324507,0.23846228493204166,0.7118126323457227,0.6047640531298056
s611,1.0500232198056054,-0.7135170387430511,-0.23422873838774058,0.4868754447425192,-0.7029047072208292,0.05705992839587987,-1.530494275756173,0.10942773267213826,0.9284767955784248
s612,0.5653133489484182,-0.3459438839290903,-0.36584909361222834,-0.019517338946829523,-2.321917946156853,0.084691542811458,0.45157809666034104,-0.4867764905042877,-0.7205573730213595
s613,4.427013812012006,0.8254665005732562,-1.2870908679900448,-0.576020662454533,-0.06446867915074801,0.02956297724869813,-0.48474752205730437,0.2749479116481614,-0.03210664067268533
s614,2.191833409876289,1.2307436390493993,0.5009112745599391,1.2097502690053847,-0.7700778089109459,-1.045506239714494,-0.2902383101479381,0.7484120357379858,-0.49906671016825005
s615,-1.9639100774618308,-0.8662841906122268,-0.7375172659541736,0.5454940608001086,-0.24596249866145775,-0.8968997371835208,-0.1541973573670288,0.19049221415062367,0.3646980885397963
s616,-2.3374995459156245,0.5910259623185219,0.045323530120412514,0.16365989909674178,0.3705601935692645,-0.47002936993330524,0.3354546799633498,-0.3074802555076566,-0.18010546262893254
s617,-0.9670706833769029,0.9436636667147413,0.4874597930633236,0.6769362883703662,-0.3562274821127623,0.11494064113700501,0.07249416993692159,0.2704624908068201,0.4430412418547561
s618,-0.3489624027101362,-2.3083332392137232,0.06264692964064603,0.3338955548317724,0.32217172551129736,0.7086177058753594,-0.037488832707988286,0.1668559648981671,0.11313746970640755
s619,3.2616178576109274,-1.060180431924412,1.6235922234190945,0.7384789153673049,-0.11809316637242034,-0.16778819071655324,-0.2049971257217974,-0.08298893365514173,-0.4062003461493231
s621,-0.943588717669558,0.9101103124139128,-1.0558208219375247,-0.6490336342660481,-1.0948575556266966,-0.4713989596493073,0.33408602630667267,0.9809091048563556,0.5730295236071267
s622,-1.6040059415113903,-0.6697911409465696,0.7017465552085714,0.5788898366110714,1.2439194853048678,-0.2653046382421911,0.2740046591221143,-0.5884738684664386,1.1213529784576024
s624,3.06794108492819,-0.9129521417890394,-0.5048271045988852,0.7383182236820597,-0.10818886043396038,0.04150271182616906,0.03189308401076025,0.4812174847927127,-0.18573074571125328
s626,0.8954034104918184,1.0327427028197798,-0.5266654776821895,-1.6020523157580584,-0.5672467998606808,-0.3711937297854635,-0.2952832676201051,-1.534098855739056,0.0390445809677701
s627,-1.4418969632855931,0.14523813717374495,-0.5427216626274294,0.47322354309664055,-0.748904965613,0.26469054745903003,0.3425516557286583,-0.1520474965693558,-0.4237738472240124
s628,-2.998860801315317,1.1807011538333447,-0.7542124915726108,-1.0301393120608577,-0.7806422383161898,0.2663434837720769,0.08986764856791753,0.15135726351920148,0.8767119021543537
s629,2.1348280727261706,-3.180713192543142,3.969616993307717,-1.7341153342243274,-0.6397547366136378,2.3991955158716936,-1.5198400057875243,0.1710887796691051,-0.11746549745368837
s631,-0.6918041562177304,3.3446838183334484,1.1677964563594305,-1.5373290647637505,0.02194610934494639,0.2522390511932861,-0.09821803011746598,-0.36015558052945884,-0.19196058421379777
s633,0.44815259035713956,-0.4586999690287873,1.021441303469789,0.28559194782010877,-0.8719297191906918,-0.9303023282429843,0.5041042924129671,-0.9551985405307903,0.22287120178935316
s634,0.04428636054308725,-1.8381112480411708,-1.3955899891379395,0.0959105053534567,1.8080368031643794,-0.5349599504050988,0.4543948138907508,0.2299158737645026,0.32116878036771274
s635,3.141736681355511,-0.6230477616726635,-1.9931977010718416,-0.9927853452262507,-0.045702118609361825,-0.7405080322446181,-1.9396628108790748,-0.6586440625839877,-0.5775686240800457
s636,-0.16921065952933637,0.6967402688992801,1.3793470957886935,-0.3386489482307094,-0.34935528898741985,-1.5101407535424018,-0.798143089499964,-0.2985685822886614,0.46630742376461726
s638,0.6666371553895047,0.9840016007871074,0.154129578301418,-0.29503848033775576,0.18792752007042474,0.856966443201619,0.04869949954614234,1.803062117493897,-0.07924741775983221
s641,-0.014387192238163963,-1.1131577901882406,0.3785624005315693,1.2191755084944333,-0.709418107526573,1.0248890512053352,-0.7524204029601153,-0.705691453132637,-0.15691094929778665
s642,0.19917796294387138,-2.0330305795067782,1.1970178588524327,-0.4557606524084083,-1.6967421788931771,0.6786535237033483,0.3610736084654787,-0.3645126852679252,1.3728972613109576
s643,0.7246806685612991,0.3366755705810178,0.3423869312343695,-1.229764627348721,-0.28133001343382813,-1.8958710415841304,0.502291931232172,-0.07643728452970004,-0.30081996766214114
s644,1.7198078177068687,0.9029603295389992,0.9053923475335602,0.9310062987074263,-0.01972488192693288,-0.13086808762552682,2.0683197093666066,-0.8757942445684755,-0.5214093081775525
s645,0.9270213167999317,-0.6467673283742807,-0.7837215874019281,0.8076725531947849,-0.27976733671138393,-0.20752033539925416,-1.1278746302344946,1.1929145660680474,0.242930436358867
s648,-2.137034178264802,-0.44498031387160647,0.4097505854065255,-0.696030516465832,-0.0676671715829487,0.1938492789315637,0.4318381133170399,0.05182690484151139,-0.0822042625012483
s649,2.3623596033205754,-1.1641571056283821,-1.0492546775615197,-0.3815438231827616,0.06357414397175458,-1.6836726265862978,-0.03370798733446379,1.4908061932686993,0.5733942393239387
s650,5.276631366727307,-0.2155196192721364,-1.1730727438564337,-1.056730862956108,0.8352690992976407,-0.22930006449023363,-0.24002090475828186,-0.2577619566941496,0.16635583623438344
