,ANT_acc,discountFix_acc,DPX_acc,motorSelectiveStop_acc,stopSignal_acc,twoByTwo_acc,stroop_acc,WATT_acc,CCTHot_acc
s570,0.9294786119629231,0.8857375556996763,0.11791155700235556,1.1564559888571746,0.2159684999315825,0.8878196855413919,-2.245841992611258,-0.9886437165023365,1.082073684809589
s573,0.39531859740044956,0.05642752535802198,0.11791155700235556,-0.20588274815962787,0.2159684999315825,0.1637308713472882,-0.3144869662740532,0.7800516824100339,0.4779060310999079
s574,-0.07079904700289749,-0.6284625485630515,-1.275416651538137,-2.1006308607350737,-0.5564765373141702,0.24558039570999224,-0.538184361046367,0.3762653454149275,-0.09500751541959551
s577,-1.6378493039404227,0.10354185942081114,-2.164101687839113,0.38521335901498965,-1.815497675075496,-1.4682209410423797,-2.0157910583564305,0.24336358945361034,-0.9450580217223367
s579,-0.47710214766797915,-0.3651670503066595,-0.060194904676899995,-1.5705714923620084,-1.9137177316603502,-0.7639516905480079,-1.0789140534135873,-0.15015366100350253,0.3401713354065809
s581,-0.07079904700289749,-1.8426685222423105,-0.7797912149469188,-1.755535166969569,0.2159684999315825,0.5055060189990622,-0.3144869662740532,0.7487235493626302,-1.7836894484375108
s582,0.39531859740044956,0.445480568577067,-0.3799822953706613,1.1564559888571746,-0.3216318392444651,-0.2809008669569959,-1.0789140534135873,-0.019853836924368495,0.5213819343482565
s583,-0.8308775589364197,0.8487460446987294,1.2257264388931743,0.38521335901498965,1.21954746887173,1.666547449341168,0.8625041818591063,0.9163165486157527,-0.6430949112768646
s584,0.39531859740044956,0.4066193113691203,-0.22589590047266872,-0.6767713764501684,0.5222666938231969,-0.06822270808368357,-0.06527124266747343,-0.4353241087617437,-0.4152302173935642
s585,-0.07079904700289749,0.575647753226553,0.5147477672049108,1.1564559888571746,1.21954746887173,0.24558039570999224,1.2420312607237218,0.11132125377972762,1.6542013648941332
s586,0.39531859740044956,-3.2325450789888945,-2.241548066415812,-1.5705714923620084,-2.0816811358459018,-1.370071485166244,-2.0534638263007956,-0.8507785776843718,0.3311639420823571
s587,0.39531859740044956,-1.3256770593672722,1.4977596108809326,0.38521335901498965,0.8561084401283134,1.2035384250839098,1.2420312607237218,0.9163165486157527,0.5351754397535038
s588,0.9294786119629231,-0.29539867350140003,0.9719505095101988,0.38521335901498965,0.5222666938231969,-0.06822270808368357,1.2420312607237218,0.51001888617842,-0.8025608762507782
s589,0.9294786119629231,0.715464740082726,0.9719505095101988,-0.6933148902127308,-0.966338785323287,1.2035384250839098,-0.3144869662740532,-0.4080943879596843,2.864265550520564
s590,0.9294786119629231,-0.7923739715908774,-0.22589590047266872,1.1564559888571746,-0.3216318392444651,-0.4756706002280038,0.5202858179902091,0.24336358945361034,0.08543821065862263
s591,0.9294786119629231,-0.15347261460462747,-0.22589590047266872,-0.20588274815962787,0.8561084401283134,-0.34774876591018117,-0.06527124266747343,0.7800516824100339,-0.5032054569070464
s593,0.9294786119629231,0.6364259295804947,0.30926251699746865,1.1564559888571746,1.21954746887173,0.6913541398893711,0.5202858179902091,-0.05960333551691613,-0.09882443453032823
s594,-0.47710214766797915,-1.2228672063561854,-0.3799822953706613,-0.21998548028659703,0.5222666938231969,0.1637308713472882,-1.655724983105612,0.3762653454149275,0.13437562052771934
s595,0.9294786119629231,0.3974388289344747,0.9719505095101988,-1.348802377066487,-0.3216318392444651,0.24558039570999224,1.2420312607237218,0.9163165486157527,1.6931752682935204
s596,0.39531859740044956,-0.09916572163714345,1.2257264388931743,1.1564559888571746,0.2159684999315825,0.5971337986672419,0.5202858179902091,-0.7882281574111553,-1.3137346740048084
s597,-0.8308775589364197,0.5550874958797228,-0.22589590047266872,-0.6933148902127308,0.5222666938231969,-1.2233491851244316,-0.9183149866982059,0.3762653454149275,-0.9670053494123974
s598,0.9294786119629231,1.3300343502583913,1.2257264388931743,1.1564559888571746,0.8561084401283134,1.666547449341168,0.5202858179902091,0.9163165486157527,-0.30457404496065865
