		fd_mean	fd_num	fd_perc
sub-s583	twoByTwo	0.08271822993798775	8	0.7766990291262136
sub-s584	DPX	0.09457928159341805	33	2.989130434782609
sub-s584	discountFix	0.1108451537425697	60	6.335797254487856
sub-s584	motorSelectiveStop	0.1021270623484923	43	4.369918699186992
sub-s584	rest	0.1061980166876554	21	2.9745042492917846
sub-s584	stroop	0.08284371800737947	5	1.4749262536873156
sub-s584	surveyMedley	0.10425750921241045	34	5.647840531561462
sub-s584	ANT	0.12785401004433194	43	7.583774250440917
sub-s584	CCTHot	0.12165809976425204	51	6.719367588932807
sub-s584	WATT3	0.17680580594852147	177	19.910011248593925
sub-s584	stopSignal	0.130477107977663	39	7.768924302788845
sub-s584	twoByTwo	0.11920729349822358	43	4.174757281553398
sub-s585	DPX	0.051100239138202115	4	0.36231884057971014
sub-s585	discountFix	0.06489363038102257	6	0.6097560975609756
sub-s585	motorSelectiveStop	0.06067103866839572	4	0.4065040650406504
sub-s585	rest	0.04742986289544945	3	0.42492917847025496
sub-s585	stroop	0.0589097548292315	1	0.2949852507374631
sub-s585	surveyMedley	0.0727856843813229	17	2.823920265780731
sub-s585	ANT	0.05907455761187275	4	0.6920415224913494
sub-s585	CCTHot	0.06696403504092334	12	1.6172506738544474
sub-s585	WATT3	0.07058598190891226	11	1.5736766809728182
sub-s585	stopSignal	0.046159253287078254	2	0.3929273084479371
sub-s585	twoByTwo	0.06863453023132546	17	1.6932270916334662
sub-s586	DPX	0.1529086546443304	203	18.38768115942029
sub-s586	discountFix	0.15149742813674816	211	22.615219721329048
sub-s586	motorSelectiveStop	0.16065520605035258	171	17.378048780487806
sub-s586	rest	0.10431567375840375	7	0.9915014164305949
sub-s586	stroop	0.12251579265848184	38	11.242603550295858
sub-s586	surveyMedley	0.13855031051345157	87	14.451827242524917
sub-s586	ANT	0.1732658698925569	80	14.9812734082397
sub-s586	CCTHot	0.20290970609256578	216	21.47117296222664
sub-s586	WATT3	0.14550393259992578	108	12.134831460674157
sub-s586	stopSignal	0.3065052809675992	132	25.19083969465649
sub-s586	twoByTwo	0.2569429020115796	241	23.673870333988212
sub-s587	ANT	0.09634339374509916	17	3.046594982078853
sub-s587	CCTHot	0.08035301584516928	7	0.6856023506366308
sub-s587	WATT3	0.08348477840918121	2	0.22123893805309736
sub-s587	rest	0.07273670701948579	0	0.0
sub-s587	stopSignal	0.09308625898176527	15	2.9469548133595285
sub-s587	twoByTwo	0.08841797325721429	20	1.9704433497536946
sub-s587	DPX	0.07224963704026573	5	0.4562043795620438
sub-s587	discountFix	0.07711897893737787	2	0.21436227224008575
sub-s587	motorSelectiveStop	0.08252887892096834	10	1.016260162601626
sub-s587	stroop	0.07604731663011974	5	1.4749262536873156
sub-s587	surveyMedley	0.0751763480019087	1	0.16611295681063123
sub-s588	ANT	0.1609963867589136	130	24.344569288389515
sub-s588	CCTHot	0.13870200704223068	150	14.381591562799617
sub-s588	WATT3	0.14876657928303913	161	19.77886977886978
sub-s588	rest	0.10275669600341752	15	2.1246458923512748
sub-s588	stopSignal	0.1813009575777187	187	35.68702290076336
sub-s588	twoByTwo	0.1853550127015828	361	35.32289628180039
sub-s588	DPX	0.14499117352639587	120	10.869565217391305
sub-s588	discountFix	0.22358000530762726	292	31.56756756756757
sub-s588	motorSelectiveStop	0.16950016333544088	226	23.084780388151174
sub-s588	stroop	0.13487814172786072	28	8.259587020648967
sub-s588	surveyMedley	0.18881778624217332	142	23.588039867109636
sub-s589	ANT	0.07513092801614168	0	0.0
sub-s589	CCTHot	0.08469273095805586	16	1.5137180700094608
sub-s589	WATT3	0.0895418345726067	12	1.9639934533551555
sub-s589	rest	0.059663318981967216	0	0.0
sub-s589	stopSignal	0.07487952870989566	3	0.5882352941176471
sub-s589	twoByTwo	0.07930938847699158	1	0.10030090270812438
sub-s589	DPX	0.07020196246674155	9	0.8256880733944955
sub-s589	discountFix	0.06390077601950282	2	0.2178649237472767
sub-s589	motorSelectiveStop	0.07037770826317234	10	1.016260162601626
sub-s589	stroop	0.05948955482652501	2	0.5899705014749262
sub-s589	surveyMedley	0.06127033419960351	0	0.0
sub-s590	ANT	0.07238237995033367	0	0.0
sub-s590	CCTHot	0.07406748849289475	9	1.1952191235059761
sub-s590	WATT3	0.07794070784484522	13	1.5240328253223916
sub-s590	rest	0.06839445781637926	4	0.56657223796034
sub-s590	stopSignal	0.0741944758982531	4	0.7858546168958742
sub-s590	twoByTwo	0.07854293182807263	5	0.4854368932038835
sub-s590	DPX	0.0853669431820061	25	2.2644927536231885
sub-s590	discountFix	0.09464129452493691	47	5.042918454935623
sub-s590	motorSelectiveStop	0.09449408218303151	44	4.471544715447155
sub-s590	stroop	0.09092367376197666	14	4.129793510324483
sub-s590	surveyMedley	0.07312047030349955	7	1.1627906976744187
sub-s591	DPX	0.08583984858084072	31	2.8079710144927534
sub-s591	discountFix	0.07829180652902196	1	0.10893246187363835
sub-s591	motorSelectiveStop	0.07567278105632766	3	0.3048780487804878
sub-s591	rest	0.04773330998464962	0	0.0
sub-s591	stroop	0.059933930212518506	0	0.0
sub-s591	surveyMedley	0.07423348517601581	6	0.9966777408637874
sub-s591	ANT	0.05452664828284082	1	0.17889087656529518
sub-s591	CCTHot	0.0502576640021358	0	0.0
sub-s591	WATT3	0.060156859656176016	0	0.0
sub-s591	stopSignal	0.04663742773160619	0	0.0
sub-s591	twoByTwo	0.055988057133457836	0	0.0
sub-s592	DPX	0.07649210034672765	12	1.1029411764705883
sub-s592	discountFix	0.07531104787402665	17	1.8299246501614639
sub-s592	motorSelectiveStop	0.07980945267995697	5	0.5117707267144319
sub-s592	rest	0.06311482996584106	4	0.56657223796034
sub-s592	stroop	0.06094356382119438	0	0.0
sub-s592	surveyMedley	0.0670618782427696	2	0.33222591362126247
sub-s592	ANT	0.11584071486369873	78	13.829787234042554
sub-s592	CCTHot	0.057769767634337034	9	1.1583011583011582
sub-s592	WATT3	0.06333612698517088	23	4.212454212454213
sub-s592	stopSignal	0.05686879092141196	11	2.161100196463654
sub-s592	twoByTwo	0.09504462220253361	111	10.776699029126213
sub-s593	DPX	0.06333006826689645	22	1.9927536231884058
sub-s593	discountFix	0.06765153397267817	24	2.6200873362445414
sub-s593	motorSelectiveStop	0.05721662754921978	15	1.5337423312883436
sub-s593	rest	0.05991564845634903	0	0.0
sub-s593	stroop	0.05008873631957721	0	0.0
sub-s593	surveyMedley	0.06424950294391493	4	0.6644518272425249
sub-s593	ANT	0.06917477736113015	4	0.7352941176470589
sub-s593	CCTHot	0.06180192870668299	4	0.39100684261974583
sub-s593	WATT3	0.06890549606107474	14	1.6073478760045925
sub-s593	stopSignal	0.07348665796226887	7	1.348747591522158
sub-s593	twoByTwo	0.07244426716181121	12	1.1822660098522169
sub-s594	DPX	0.061431784258569336	1	0.09057971014492754
sub-s594	discountFix	0.07582816211356538	35	3.7513397642015005
sub-s594	motorSelectiveStop	0.05263662987171092	1	0.1016260162601626
sub-s594	rest	0.0623471479877678	2	0.28328611898017
sub-s594	stroop	0.05035003067286257	1	0.3021148036253776
sub-s594	surveyMedley	0.05730979609740342	0	0.0
sub-s594	ANT	0.06076478016912586	11	1.9538188277087034
sub-s594	CCTHot	0.06572303009948444	17	1.7051153460381143
sub-s594	WATT3	0.062470835252768	1	0.18115942028985507
sub-s594	stopSignal	0.0542817118683558	0	0.0
sub-s594	twoByTwo	0.058693152796950095	6	0.6230529595015576
sub-s595	DPX	0.065540197274678	9	0.8152173913043478
sub-s595	discountFix	0.06970565231481886	7	0.7625272331154684
sub-s595	motorSelectiveStop	0.06712895265036652	14	1.4227642276422765
sub-s595	rest	0.0682867841231922	15	2.1246458923512748
sub-s595	stroop	0.06497591130215001	6	1.7699115044247788
sub-s595	surveyMedley	0.0675104541256755	5	0.8305647840531561
sub-s595	ANT	0.05992129047108714	3	0.5524861878453039
sub-s595	CCTHot	0.07304305038625736	30	3.4052213393870603
sub-s595	WATT3	0.07902234241391186	25	3.3333333333333335
sub-s595	stopSignal	0.0673097726568511	3	0.5725190839694656
sub-s595	twoByTwo	0.06128296002523054	0	0.0
sub-s596	ANT	0.0663135784230452	2	0.3795066413662239
sub-s596	CCTHot	0.07182701326696116	14	1.342281879194631
sub-s596	WATT3	0.10056636918755606	80	9.467455621301776
sub-s596	rest	0.05457377902924602	0	0.0
sub-s596	stopSignal	0.06359959956369937	8	1.6194331983805668
sub-s596	twoByTwo	0.06758517558636146	13	1.2621359223300972
sub-s596	DPX	0.06878626884024693	1	0.09057971014492754
sub-s596	discountFix	0.06336310852211938	4	0.43103448275862066
sub-s596	motorSelectiveStop	0.054179875751291934	0	0.0
sub-s596	stroop	0.054488918667488034	2	0.5899705014749262
sub-s596	surveyMedley	0.06836313393711287	10	1.6611295681063123
sub-s597	ANT	0.12243986139998149	37	6.6907775768535265
sub-s597	CCTHot	0.10818910175289181	34	3.476482617586912
sub-s597	WATT3	0.11835087072088232	46	5.59610705596107
sub-s597	rest	0.10496972541911047	23	3.2577903682719547
sub-s597	stopSignal	0.10601679599900626	9	1.7647058823529411
sub-s597	twoByTwo	0.13058082630077064	90	8.737864077669903
sub-s597	DPX	0.12340588508633282	124	11.231884057971014
sub-s597	discountFix	0.10907292495377624	54	5.654450261780105
sub-s597	motorSelectiveStop	0.12833809797164386	97	9.857723577235772
sub-s597	stroop	0.11746134930049602	26	7.669616519174041
sub-s597	surveyMedley	0.09589252524751787	14	2.364864864864865
sub-s598	ANT	0.06823888707351507	6	1.092896174863388
sub-s598	CCTHot	0.09713272397480664	57	6.469920544835414
sub-s598	WATT3	0.08376062684587987	19	2.7027027027027026
sub-s598	rest	0.061611720312042206	11	1.5580736543909348
sub-s598	stopSignal	0.06669415276748084	16	3.1620553359683794
sub-s598	twoByTwo	0.06573285693255283	17	1.6504854368932038
sub-s598	DPX	0.0754967013488002	42	3.8043478260869565
sub-s598	discountFix	0.1517414619282737	64	6.918918918918919
sub-s598	motorSelectiveStop	0.1509292407238602	97	9.857723577235772
sub-s598	stroop	0.20044669346830818	50	15.24390243902439
sub-s598	surveyMedley	0.11747252692245175	63	10.465116279069768
sub-s601	DPX	0.12040738198467107	61	5.560619872379216
sub-s601	discountFix	0.12476513931473363	51	5.466237942122186
sub-s601	motorSelectiveStop	0.11538900304972742	43	4.369918699186992
sub-s601	rest	0.14683119596606994	153	21.671388101983002
sub-s601	stroop	0.09893222357426822	2	0.6309148264984227
sub-s601	surveyMedley	0.14551031508475126	80	13.35559265442404
sub-s601	ANT	0.1582904949038364	135	24.635036496350367
sub-s601	CCTHot	0.1668862818803098	286	27.44721689059501
sub-s601	WATT3	0.12461803318344317	42	4.883720930232558
sub-s601	stopSignal	0.15884638226637812	122	23.828125
sub-s601	twoByTwo	0.12973007779149176	99	9.611650485436893
sub-s602	DPX	0.11280107977837753	100	9.057971014492754
sub-s602	discountFix	0.12101485663134176	108	11.48936170212766
sub-s602	motorSelectiveStop	0.21232343750292945	154	15.698267074413863
sub-s602	rest	0.163143492982855	188	26.704545454545453
sub-s602	stroop	0.14299901006188243	58	17.901234567901234
sub-s602	surveyMedley	0.15032176158856747	114	18.93687707641196
sub-s602	ANT	0.21350899685794664	131	23.861566484517304
sub-s602	CCTHot	0.22113013253986483	96	16.161616161616163
sub-s602	WATT3	0.13590065486465416	134	15.175537938844847
sub-s602	stopSignal	0.19683421524604888	111	21.980198019801982
sub-s602	twoByTwo	0.13171649616840497	117	11.403508771929825
sub-s603	ANT	0.17666180948614774	38	7.037037037037037
sub-s603	CCTHot	0.27690076158769805	167	16.088631984585742
sub-s603	WATT3	0.11825367660056962	57	6.589595375722543
sub-s603	rest	0.07702560450823981	22	3.1161473087818696
sub-s603	stopSignal	0.25752532115785864	42	8.484848484848484
sub-s603	twoByTwo	0.19608712296728642	103	10.218253968253968
sub-s604	ANT	0.0627183902864496	2	0.38022813688212925
sub-s604	CCTHot	0.09208587522844676	29	2.821011673151751
sub-s604	WATT3	0.08003455581011516	3	0.33185840707964603
sub-s604	rest	0.08641848760245054	6	0.8498583569405099
sub-s604	stopSignal	0.07778702812172844	6	1.1450381679389312
sub-s604	twoByTwo	0.08625054878462629	16	1.5533980582524272
sub-s604	DPX	0.09265855046698526	20	1.8115942028985508
sub-s604	discountFix	0.08282543528049965	8	0.8447729672650475
sub-s604	motorSelectiveStop	0.0859231492355653	20	2.032520325203252
sub-s604	stroop	0.0890606537549593	9	2.6548672566371683
sub-s604	surveyMedley	0.08228039328024295	1	0.16611295681063123
sub-s605	ANT	0.3035151543303326	188	34.43223443223443
sub-s605	CCTHot	0.21477311531961907	167	18.191721132897605
sub-s605	WATT3	0.5537046194927845	278	36.530880420499344
sub-s605	rest	0.10686267874333165	63	8.923512747875353
sub-s605	stopSignal	0.2524985458725559	121	23.772102161100197
sub-s605	twoByTwo	0.18868636118696552	220	22.24469160768453
sub-s605	DPX	0.11164259796123219	81	7.336956521739131
sub-s605	discountFix	0.2880947575138215	180	19.45945945945946
sub-s605	motorSelectiveStop	0.10806288205092818	63	6.402439024390244
sub-s605	stroop	0.4006263353589918	68	20.058997050147493
sub-s605	surveyMedley	0.5941128444406973	182	30.232558139534884
sub-s606	ANT	0.10953290492086874	34	6.193078324225866
sub-s606	CCTHot	0.10048838852287521	70	6.572769953051643
sub-s606	WATT3	0.12159797213168425	85	10.131108462455304
sub-s606	rest	0.11992049955310691	61	8.640226628895185
sub-s606	stopSignal	0.08895650861863535	10	1.9841269841269842
sub-s606	twoByTwo	0.09183307699138286	43	4.236453201970443
sub-s606	DPX	0.09427897852056503	4	0.36231884057971014
sub-s606	discountFix	0.08616478724247705	8	0.8247422680412371
sub-s606	motorSelectiveStop	0.09008415226851706	7	0.7113821138211383
sub-s606	stroop	0.08228213373745762	0	0.0
sub-s606	surveyMedley	0.08889754791246891	2	0.33222591362126247
sub-s607	DPX	0.049899225573623196	0	0.0
sub-s607	discountFix	0.05570645897680219	1	0.10638297872340426
sub-s607	motorSelectiveStop	0.05479172867391183	4	0.4065040650406504
sub-s607	rest	0.060405035010791745	0	0.0
sub-s607	stroop	0.059200290035071004	1	0.2949852507374631
sub-s607	surveyMedley	0.0558124359247548	0	0.0
sub-s607	CCTHot	0.05008854509621714	3	0.2938295788442703
sub-s607	WATT3	0.05657210784502295	1	0.13793103448275862
sub-s607	stopSignal	0.05251150458498919	0	0.0
sub-s607	twoByTwo	0.05492389352720697	4	0.3883495145631068
sub-s608	DPX	0.1152828652170377	144	13.043478260869565
sub-s608	discountFix	0.08872464259242738	40	4.310344827586207
sub-s608	motorSelectiveStop	0.12047072110888953	105	10.670731707317072
sub-s608	rest	0.07328070659542923	5	0.7082152974504249
sub-s608	stroop	0.07826161387096767	9	2.694610778443114
sub-s608	surveyMedley	0.10225828489642523	45	7.475083056478406
sub-s608	ANT	0.08379268396450872	10	1.8181818181818181
sub-s608	CCTHot	0.12870193789843862	131	13.422131147540984
sub-s608	WATT3	0.08038411395277616	25	3.097893432465923
sub-s608	stopSignal	0.10854538664008306	56	11.00196463654224
sub-s608	twoByTwo	0.13590370888006661	152	14.757281553398059
sub-s609	DPX	0.10325226655087781	63	5.742935278030994
sub-s609	discountFix	0.09638785156280665	49	5.297297297297297
sub-s609	motorSelectiveStop	0.17214829376713908	115	11.73469387755102
sub-s609	rest	0.08392185506050193	25	3.5410764872521248
sub-s609	stroop	0.07754631374564741	9	2.6548672566371683
sub-s609	surveyMedley	0.1019114254177439	36	5.980066445182724
sub-s609	CCTHot	0.09142112029753358	40	3.8572806171648986
sub-s609	WATT3	0.07256214745971307	20	2.607561929595828
sub-s609	stopSignal	0.07614321509721737	16	3.094777562862669
sub-s609	twoByTwo	0.09320072650851341	49	4.757281553398058
sub-s610	DPX	0.060502939482839725	34	3.099361896080219
sub-s610	discountFix	0.05551336235134139	30	3.1813361611876987
sub-s610	motorSelectiveStop	0.039044185593057563	2	0.2032520325203252
sub-s610	rest	0.06673088894499761	10	1.4164305949008498
sub-s610	stroop	0.046277269631108495	4	1.1799410029498525
sub-s610	surveyMedley	0.03908377395507217	4	0.6644518272425249
sub-s610	ANT	0.05810858764055938	7	1.25
sub-s610	CCTHot	0.08059569470894613	46	4.3478260869565215
sub-s610	WATT3	0.06779842494045163	27	3.096330275229358
sub-s610	stopSignal	0.06288393602698014	9	1.7408123791102514
sub-s610	twoByTwo	0.10946453618603798	50	4.854368932038835
sub-s611	ANT	0.06830146026040353	9	1.6453382084095065
sub-s611	CCTHot	0.18701840121526603	139	18.19371727748691
sub-s611	WATT3	0.07673893701811471	25	3.1446540880503147
sub-s611	rest	0.08175384598635514	6	0.8498583569405099
sub-s611	stopSignal	0.09117199198669716	27	5.2631578947368425
sub-s611	twoByTwo	0.15554267331574803	138	13.398058252427184
sub-s611	DPX	0.16929860688466453	215	19.47463768115942
sub-s611	discountFix	0.1614508769917914	198	20.121951219512194
sub-s611	motorSelectiveStop	0.15700432500671258	130	13.224821973550355
sub-s611	stroop	0.08313377615427411	14	4.129793510324483
sub-s611	surveyMedley	0.12330247284978073	84	13.953488372093023
sub-s612	ANT	0.09863669428104761	10	1.8315018315018314
sub-s612	CCTHot	0.10646686869583136	28	4.281345565749236
sub-s612	WATT3	0.10439742821819477	21	2.3972602739726026
sub-s612	rest	0.07546457701323112	2	0.28328611898017
sub-s612	stopSignal	0.10620156086771551	16	3.1189083820662766
sub-s612	twoByTwo	0.10158454833211292	11	1.0679611650485437
sub-s612	DPX	0.07109187392262231	4	0.36231884057971014
sub-s612	discountFix	0.09364364870164539	33	3.4303534303534304
sub-s612	motorSelectiveStop	0.07019574290256832	2	0.2032520325203252
sub-s612	stroop	0.08970282932207546	14	4.129793510324483
sub-s612	surveyMedley	0.07200516038727035	0	0.0
sub-s613	ANT	0.06418908677689393	7	1.2567324955116697
sub-s613	CCTHot	0.16490222025130608	148	14.327202323330107
sub-s613	WATT3	0.09784165289424585	40	4.592422502870264
sub-s613	rest	0.1600006728019435	170	24.07932011331445
sub-s613	stopSignal	0.0802994385158415	21	4.00763358778626
sub-s613	twoByTwo	0.08839147031854497	24	2.3300970873786406
sub-s613	DPX	0.16659884545344267	286	25.905797101449274
sub-s613	discountFix	0.15725219289596792	216	24.161073825503355
sub-s613	motorSelectiveStop	0.1740102045778888	139	14.126016260162602
sub-s613	stroop	0.23333577916738946	65	19.174041297935105
sub-s613	surveyMedley	0.1283562751427334	46	7.641196013289036
sub-s614	ANT	0.06977757555303309	24	4.1522491349480966
sub-s614	CCTHot	0.05596200714897102	16	1.5023474178403755
sub-s614	WATT3	0.0601408593649295	0	0.0
sub-s614	rest	0.06807857606837277	0	0.0
sub-s614	stopSignal	0.06474077217427023	10	1.941747572815534
sub-s614	twoByTwo	0.07749782518435575	67	6.504854368932039
sub-s614	DPX	0.08168671566665499	27	2.4456521739130435
sub-s614	discountFix	0.06862086900567	2	0.21164021164021163
sub-s614	motorSelectiveStop	0.11312364465913868	75	7.621951219512195
sub-s614	stroop	0.08998072080685099	15	4.424778761061947
sub-s614	surveyMedley	0.08143724145808005	6	1.001669449081803
sub-s615	DPX	0.23404996364403302	164	14.855072463768115
sub-s615	discountFix	0.14008642408086885	126	12.804878048780488
sub-s615	motorSelectiveStop	0.2753871385563302	141	14.329268292682928
sub-s615	rest	0.07699425148538735	34	4.81586402266289
sub-s615	stroop	0.07609376078215689	6	1.7699115044247788
sub-s615	surveyMedley	0.14359221347065865	71	11.794019933554818
sub-s615	CCTHot	0.11038202846954101	69	6.845238095238095
sub-s615	twoByTwo	0.10251085832934417	73	7.087378640776699
sub-s615	ANT	0.06465338209741286	15	2.7675276752767526
sub-s615	WATT3	0.08299306552354126	33	5.400981996726678
sub-s615	stopSignal	0.07442367197962577	26	5.179282868525896
sub-s616	DPX	0.06979932296135348	19	1.7210144927536233
sub-s616	discountFix	0.05761796365391027	2	0.20682523267838676
sub-s616	motorSelectiveStop	0.06310755126443249	7	0.7113821138211383
sub-s616	rest	0.07211889697896141	0	0.0
sub-s616	stroop	0.05639100530113509	1	0.2949852507374631
sub-s616	surveyMedley	0.06068700047527608	0	0.0
sub-s616	ANT	0.07214465215814625	1	0.18450184501845018
sub-s616	CCTHot	0.08658466758724907	28	2.689721421709894
sub-s616	WATT3	0.07674147566956221	2	0.228310502283105
sub-s616	stopSignal	0.0779361937035769	6	1.1673151750972763
sub-s616	twoByTwo	0.09397511147809517	29	2.8155339805825244
sub-s617	DPX	0.05991510080092857	10	0.9057971014492754
sub-s617	discountFix	0.061107031772533335	11	1.1178861788617886
sub-s617	motorSelectiveStop	0.05456911998747786	6	0.6097560975609756
sub-s617	rest	0.054401389980320736	0	0.0
sub-s617	stroop	0.05574745711969029	0	0.0
sub-s617	surveyMedley	0.07166971340582275	6	0.9966777408637874
sub-s617	ANT	0.05849248762007861	2	0.3629764065335753
sub-s617	CCTHot	0.05862986698685838	4	0.46349942062572425
sub-s617	WATT3	0.0785294690628871	5	0.6983240223463687
sub-s617	stopSignal	0.06988157063579863	2	0.3913894324853229
sub-s617	twoByTwo	0.07447764798028605	5	0.4854368932038835
sub-s618	DPX	0.0938573730538234	36	3.260869565217391
sub-s618	motorSelectiveStop	0.08785038335018854	28	2.845528455284553
sub-s618	rest	0.08134161973358005	5	0.7082152974504249
sub-s618	stroop	0.09142364888128181	13	3.8348082595870205
sub-s618	surveyMedley	0.0805918500075561	5	0.8976660682226212
sub-s618	ANT	0.09046755329984525	27	4.918032786885246
sub-s618	CCTHot	0.15102986601562182	51	6.181818181818182
sub-s618	WATT3	0.12328801369430371	37	4.761904761904762
sub-s618	discountFix	0.10808847149445235	24	2.513089005235602
sub-s618	stopSignal	0.08581756042142238	19	3.6259541984732824
sub-s618	twoByTwo	0.12160815177371255	73	7.087378640776699
sub-s619	ANT	0.08499748249391384	1	0.17482517482517482
sub-s619	CCTHot	0.08530141014522702	4	0.39564787339268054
sub-s619	WATT3	0.09264064100126736	4	0.4489337822671156
sub-s619	rest	0.06298350055042184	0	0.0
sub-s619	stopSignal	0.07604897191982847	0	0.0
sub-s619	twoByTwo	0.09091533294471069	7	0.7
sub-s619	DPX	0.06400209226182134	2	0.1834862385321101
sub-s619	discountFix	0.06800300406003615	0	0.0
sub-s619	motorSelectiveStop	0.07251937580638687	6	0.6128702757916241
sub-s619	stroop	0.06505013411317616	1	0.2949852507374631
sub-s619	surveyMedley	0.07384471616106253	2	0.33222591362126247
sub-s620	ANT	0.08384273455519085	5	0.9487666034155597
sub-s620	CCTHot	0.08378413751043216	10	1.016260162601626
sub-s620	WATT3	0.0789990988500341	4	0.6611570247933884
sub-s620	rest	0.07844644546695238	20	2.793296089385475
sub-s620	stopSignal	0.07908363350475017	10	1.9880715705765408
sub-s620	twoByTwo	0.08669529024659894	15	1.4450867052023122
sub-s621	ANT	0.08757375066682407	15	2.6595744680851063
sub-s621	CCTHot	0.08364122252188462	13	1.2452107279693487
sub-s621	WATT3	0.10007104987916582	12	1.5384615384615385
sub-s621	rest	0.08754761893871536	1	0.141643059490085
sub-s621	stopSignal	0.08101435768372946	0	0.0
sub-s621	twoByTwo	0.09596622746615602	23	2.233009708737864
sub-s621	DPX	0.1000509248948226	35	3.170289855072464
sub-s621	discountFix	0.09559536525465538	24	2.5343189017951424
sub-s621	motorSelectiveStop	0.09348167351569156	22	2.2357723577235773
sub-s621	stroop	0.07957535145511022	4	1.1799410029498525
sub-s621	surveyMedley	0.08563351484354842	0	0.0
sub-s622	DPX	0.07631745739272411	6	0.5434782608695652
sub-s622	discountFix	0.08246858508223374	10	1.0660980810234542
sub-s622	motorSelectiveStop	0.07064156289189129	4	0.4065040650406504
sub-s622	rest	0.07920177988470357	15	2.1246458923512748
sub-s622	stroop	0.06741436205314012	0	0.0
sub-s622	surveyMedley	0.07568672292501404	0	0.0
sub-s622	ANT	0.0725096762078648	7	1.3108614232209739
sub-s622	CCTHot	0.0660423031249523	3	0.30090270812437314
sub-s622	WATT3	0.07482050109743435	14	1.6110471806674338
sub-s622	stopSignal	0.08088944054450324	21	4.133858267716535
sub-s622	twoByTwo	0.06882276086287242	17	1.6504854368932038
sub-s623	discountFix	0.23695204428910147	449	47.91889007470651
sub-s623	rest	0.2005576767193072	317	44.90084985835694
sub-s623	surveyMedley	0.244853250129613	278	46.179401993355484
sub-s623	ANT	0.16487009009892023	131	23.351158645276293
sub-s623	WATT3	0.15114382802847665	162	18.728323699421967
sub-s623	DPX	0.2459776526824235	498	45.108695652173914
sub-s623	motorSelectiveStop	0.25118604988334003	399	40.548780487804876
sub-s623	stroop	0.20361871846611704	136	40.117994100294986
sub-s623	stopSignal	0.3895138032359347	71	21.3855421686747
sub-s623	twoByTwo	0.2518971396873056	483	46.93877551020408
sub-s624	DPX	0.14582297492605387	130	11.77536231884058
sub-s624	discountFix	0.18429450999457606	168	18.045112781954888
sub-s624	motorSelectiveStop	0.13554604890715244	96	9.75609756097561
sub-s624	rest	0.19823408753619318	261	36.96883852691218
sub-s624	stroop	0.14373017425744444	38	11.411411411411411
sub-s624	surveyMedley	0.10933997408484451	25	4.152823920265781
sub-s624	ANT	0.07583964797553172	4	0.6920415224913494
sub-s624	CCTHot	0.10718990081302682	60	5.964214711729622
sub-s624	WATT3	0.10558352724289956	32	4.35374149659864
sub-s624	stopSignal	0.09441635996157746	24	4.715127701375246
sub-s624	twoByTwo	0.10377179225639699	61	5.922330097087379
sub-s625	DPX	0.09877496547189163	106	9.601449275362318
sub-s625	discountFix	0.11091670082098577	128	13.008130081300813
sub-s625	motorSelectiveStop	0.08508533425679554	45	4.573170731707317
sub-s625	rest	0.09614222324775037	16	2.26628895184136
sub-s625	stroop	0.0727104640145135	2	0.5899705014749262
sub-s625	surveyMedley	0.08081971345560471	6	0.9966777408637874
sub-s625	CCTHot	0.09428677182185304	30	4.172461752433936
sub-s625	twoByTwo	0.09813943346920728	54	5.242718446601942
sub-s626	ANT	0.1035635516545485	29	5.215827338129497
sub-s626	CCTHot	0.07464486395668884	35	3.4079844206426486
sub-s626	WATT3	0.06972090430996035	21	3.0701754385964914
sub-s626	rest	0.1125657021972377	50	7.0821529745042495
sub-s626	stopSignal	0.08253559641702804	18	3.592814371257485
sub-s626	twoByTwo	0.08923378181132467	43	4.261645193260654
sub-s626	DPX	0.10879988023364642	76	6.884057971014493
sub-s626	discountFix	0.07474009428773605	32	3.466955579631636
sub-s626	motorSelectiveStop	0.07156845131227112	13	1.3211382113821137
sub-s626	stroop	0.06749893825465386	6	1.7699115044247788
sub-s626	surveyMedley	0.11105040227085218	53	8.803986710963455
sub-s627	ANT	0.10259265942141599	39	7.303370786516854
sub-s627	CCTHot	0.12414991740282093	110	10.784313725490197
sub-s627	WATT3	0.1488598630355388	127	19.478527607361965
sub-s627	rest	0.06589698771529566	3	0.42492917847025496
sub-s627	stopSignal	0.12208147068952013	50	9.980039920159681
sub-s627	twoByTwo	0.18555163659938906	227	22.038834951456312
sub-s627	DPX	0.14516863781759373	96	8.695652173913043
sub-s627	discountFix	0.11003893740484245	70	7.575757575757576
sub-s627	motorSelectiveStop	0.29478331296018023	117	11.890243902439025
sub-s627	stroop	0.16414869979947766	20	5.899705014749262
sub-s627	surveyMedley	0.14887369640715908	69	11.461794019933555
sub-s628	ANT	0.08067742798815511	7	1.2939001848428835
sub-s628	CCTHot	0.09500733064084464	34	3.192488262910798
sub-s628	WATT3	0.10113254241075725	34	3.8857142857142857
sub-s628	rest	0.11052341454215862	54	7.648725212464589
sub-s628	stopSignal	0.07918179965204644	7	1.37524557956778
sub-s628	twoByTwo	0.07442434067400751	6	0.5825242718446602
sub-s628	DPX	0.10229695604257576	47	4.257246376811594
sub-s628	discountFix	0.11821246174022881	83	9.031556039173013
sub-s628	motorSelectiveStop	0.10362034306829424	30	3.048780487804878
