		fd_mean	fd_num	fd_perc
sub-s465	discountFix	0.06458376993764464	4	0.425531914893617
sub-s465	motorSelectiveStop	0.06048425898068145	7	0.7113821138211383
sub-s465	stroop	0.05695338463157262	0	0.0
sub-s465	surveyMedley	0.05910210438095632	0	0.0
sub-s471	ANT	0.11826533894362462	51	9.23913043478261
sub-s471	CCTHot	0.10445445856201477	64	8.34419817470665
sub-s471	WATT3	0.09074278106790727	30	4.39882697947214
sub-s471	rest	0.14345784631688466	59	8.356940509915015
sub-s471	stopSignal	0.15087914225697155	66	12.595419847328245
sub-s471	twoByTwo	0.0934005846983525	79	7.783251231527093
sub-s471	DPX	0.5442776811663952	454	41.72794117647059
sub-s471	discountFix	0.16131120082606404	172	18.594594594594593
sub-s471	stroop	0.1559787970738595	61	17.99410029498525
sub-s471	surveyMedley	0.5545140939771445	344	57.142857142857146
sub-s483	DPX	0.10122961690154246	41	3.7070524412296564
sub-s483	discountFix	0.14145939087085616	164	17.71058315334773
sub-s483	motorSelectiveStop	0.09745763999371276	37	3.7260825780463245
sub-s483	rest	0.07698660222446439	4	0.56657223796034
sub-s483	stroop	0.10869072593487032	15	4.424778761061947
sub-s483	surveyMedley	0.11427909947528252	50	8.771929824561404
sub-s483	ANT	0.0767572526343689	3	0.539568345323741
sub-s483	WATT3	0.1258036033068192	78	12.225705329153605
sub-s483	stopSignal	0.08565518734895057	10	1.9607843137254901
sub-s491	ANT	0.1000804351784763	23	3.9792387543252596
sub-s491	CCTHot	0.09646445186318536	20	2.079002079002079
sub-s491	WATT3	0.11752804475651607	59	7.468354430379747
sub-s491	rest	0.09070421493070435	22	2.494331065759637
sub-s491	stopSignal	0.08452787101123725	14	2.6717557251908395
sub-s491	motorSelectiveStop	0.11624250140359138	76	7.607607607607608
sub-s491	stroop	0.12102629355990875	26	7.669616519174041
sub-s491	surveyMedley	0.10137777133299469	20	3.5335689045936394
sub-s495	ANT	0.05220993527439284	2	0.3629764065335753
sub-s495	CCTHot	0.05820700914185102	13	1.344364012409514
sub-s495	WATT3	0.08241756767813757	18	2.582496413199426
sub-s495	rest	0.08232377601683459	40	5.665722379603399
sub-s495	stopSignal	0.05464894915377723	9	1.7475728155339805
sub-s495	twoByTwo	0.06242768958071481	25	2.4557956777996073
sub-s495	motorSelectiveStop	0.05433964505713234	7	0.6986027944111777
sub-s495	stroop	0.053484451823965655	1	0.2949852507374631
sub-s495	surveyMedley	0.055947281928966065	2	0.33500837520938026
sub-s497	DPX	0.12689222933827332	110	9.96376811594203
sub-s497	discountFix	0.0769536618593491	23	2.465166130760986
sub-s497	motorSelectiveStop	0.15555454407024716	179	18.191056910569106
sub-s497	rest	0.05123200381496144	0	0.0
sub-s497	stroop	0.07788234621489383	6	1.8461538461538463
sub-s497	surveyMedley	0.09268550482750887	42	6.976744186046512
sub-s497	ANT	0.06505682552352418	5	0.8650519031141869
sub-s497	CCTHot	0.061782009737183965	7	0.9186351706036745
sub-s497	WATT3	0.0728913157853611	9	1.0804321728691477
sub-s497	stopSignal	0.0602195303571469	0	0.0
sub-s499	ANT	0.1293930880008802	31	5.6672760511883
sub-s499	CCTHot	0.14415423719676917	89	9.910913140311804
sub-s499	WATT3	0.2724496302548724	150	20.27027027027027
sub-s499	rest	0.1046264437185989	22	3.1161473087818696
sub-s499	stopSignal	0.10555871199216266	34	6.614785992217898
sub-s499	twoByTwo	0.0913124964609429	25	2.4271844660194173
sub-s499	discountFix	0.10135612310254893	6	3.2967032967032965
sub-s499	motorSelectiveStop	0.13678358163040902	124	12.216748768472906
sub-s499	stroop	0.15648507401407505	69	20.353982300884955
sub-s499	surveyMedley	0.13941708434994024	74	12.39530988274707
sub-s512	DPX	0.2560630465382135	372	33.69565217391305
sub-s512	discountFix	0.15752886522843948	204	21.748400852878465
sub-s512	motorSelectiveStop	0.254397529200911	411	42.19712525667351
sub-s512	rest	0.06739296970598653	10	1.4164305949008498
sub-s512	stroop	0.08736032839734957	21	6.1946902654867255
sub-s512	surveyMedley	0.11972274222971054	95	16.295025728987994
sub-s512	ANT	0.0937352096332082	30	5.524861878453039
sub-s512	WATT3	0.07966362671992952	25	3.531073446327684
sub-s512	stopSignal	0.07647025913916124	24	4.6875
sub-s513	ANT	0.08845467528960514	27	5.018587360594796
sub-s513	CCTHot	0.07506413428462765	29	3.6295369211514394
sub-s513	WATT3	0.080360236941717	24	3.2564450474898234
sub-s513	rest	0.08741384389213869	12	1.6997167138810199
sub-s513	stopSignal	0.08771717802220182	29	5.534351145038168
sub-s513	surveyMedley	0.11050478638051374	49	8.13953488372093
sub-s513	discountFix	0.0956464658308108	26	2.888888888888889
sub-s513	motorSelectiveStop	0.07857457861369178	24	2.4390243902439024
sub-s513	stroop	0.07207765047435967	1	0.2949852507374631
sub-s519	ANT	0.06656104670747849	9	1.6157989228007181
sub-s519	CCTHot	0.08756256983240317	51	4.847908745247148
sub-s519	WATT3	0.08076952401392314	15	1.6853932584269662
sub-s519	rest	0.11501912740597814	93	13.172804532577903
sub-s519	stopSignal	0.05646768690405176	2	0.3952569169960474
sub-s519	twoByTwo	0.07410350704532452	19	1.8849206349206349
sub-s519	discountFix	0.0794206990106867	3	0.3215434083601286
sub-s519	motorSelectiveStop	0.07941358653297004	6	0.6097560975609756
sub-s519	stroop	0.07828904675508137	1	0.2949852507374631
sub-s519	surveyMedley	0.08777263739166252	5	0.8305647840531561
sub-s524	DPX	0.1368941126854574	188	17.028985507246375
sub-s524	discountFix	0.13295224867737984	142	15.106382978723405
sub-s524	rest	0.11034601667112047	24	3.3994334277620397
sub-s524	stroop	0.11328417403976278	33	9.734513274336283
sub-s524	surveyMedley	0.0825664730121258	8	1.3289036544850499
sub-s524	ANT	0.12625574931824257	43	7.832422586520948
sub-s524	CCTHot	0.09879660522955892	7	1.0204081632653061
sub-s524	WATT3	0.10061472014781025	15	2.44299674267101
sub-s524	stopSignal	0.09994978574643737	5	0.9541984732824428
sub-s524	twoByTwo	0.10589934211248533	23	2.284011916583913
sub-s525	discountFix	0.06110650603427942	12	1.2765957446808511
sub-s525	motorSelectiveStop	0.05693063807232658	8	0.8130081300813008
sub-s525	rest	0.05600222026222253	2	0.28328611898017
sub-s525	stroop	0.057383120436351416	8	2.366863905325444
sub-s525	surveyMedley	0.06425975976503032	15	2.4916943521594686
sub-s525	ANT	0.05496658233231476	7	1.2110726643598615
sub-s525	CCTHot	0.06355140225677476	14	1.8867924528301887
sub-s525	WATT3	0.07265469362188953	22	2.9023746701846966
sub-s525	stopSignal	0.05896216755400933	6	1.1904761904761905
sub-s526	DPX	0.07851405386757389	42	3.8043478260869565
sub-s526	discountFix	0.07698116466786321	37	3.9956803455723544
sub-s526	motorSelectiveStop	0.10149129040539868	51	5.182926829268292
sub-s526	rest	0.07005175241438719	3	0.42492917847025496
sub-s526	stroop	0.07610874583754762	13	3.8348082595870205
sub-s526	surveyMedley	0.10465857172065025	44	7.308970099667774
sub-s526	ANT	0.16318547697484073	33	6.088560885608856
sub-s526	WATT3	0.10112588377896954	43	4.994192799070848
sub-s526	stopSignal	0.12192792944626878	43	8.206106870229007
sub-s541	ANT	0.06230933313427869	1	0.19011406844106463
sub-s541	CCTHot	0.06219233056137524	1	0.1148105625717566
sub-s541	WATT3	0.07382657397632841	5	0.576036866359447
sub-s541	rest	0.07135617522901279	0	0.0
sub-s541	stopSignal	0.06002527451908141	5	0.970873786407767
sub-s541	twoByTwo	0.0669538235757846	11	1.0679611650485437
sub-s541	DPX	0.19486569583756358	139	12.590579710144928
sub-s541	discountFix	0.11267350486526832	99	10.668103448275861
sub-s541	motorSelectiveStop	0.06885738315935985	3	0.3048780487804878
sub-s541	stroop	0.07173280421933795	2	0.5899705014749262
sub-s541	surveyMedley	0.07786230616263667	16	2.6578073089700998
sub-s546	ANT	0.07213642809370473	8	1.4466546112115732
sub-s546	CCTHot	0.07413440869550858	11	1.346389228886169
sub-s546	WATT3	0.07124749455452307	7	0.7990867579908676
sub-s546	rest	0.05454363324113726	0	0.0
sub-s546	stopSignal	0.06777031677122465	6	1.1428571428571428
sub-s546	twoByTwo	0.06023689522018938	12	1.1753183153770812
sub-s546	DPX	0.0860049306604764	41	3.7306642402183803
sub-s546	discountFix	0.08490975103829944	31	3.2224532224532223
sub-s546	motorSelectiveStop	0.12571404544136716	101	10.264227642276422
sub-s546	stroop	0.07596371137416622	5	1.5105740181268883
sub-s546	surveyMedley	0.12167648841676579	65	10.79734219269103
sub-s548	DPX	0.06205778653456313	9	0.8152173913043478
sub-s548	discountFix	0.07093131910091197	6	0.6451612903225806
sub-s548	motorSelectiveStop	0.06599398317144198	13	1.330603889457523
sub-s548	rest	0.0688637831466168	5	0.7082152974504249
sub-s548	stroop	0.060071049198741386	4	1.2345679012345678
sub-s548	surveyMedley	0.0745230939746309	7	1.1627906976744187
sub-s548	ANT	0.08042010768809296	9	1.6635859519408502
sub-s548	CCTHot	0.09615849543905262	17	1.9384264538198404
sub-s548	WATT3	0.09915507375969276	25	2.9205607476635516
sub-s548	stopSignal	0.08039969323041597	9	1.7647058823529411
sub-s548	twoByTwo	0.07894701288300472	5	0.4854368932038835
sub-s549	DPX	0.06127397598340237	21	1.9021739130434783
sub-s549	discountFix	0.07189922506945401	35	3.7513397642015005
sub-s549	motorSelectiveStop	0.061953082361661874	24	2.4390243902439024
sub-s549	rest	0.06865277057047618	0	0.0
sub-s549	stroop	0.04906785507507453	1	0.2949852507374631
sub-s549	surveyMedley	0.05581881487735679	7	1.1627906976744187
sub-s549	ANT	0.09834133592960148	23	4.339622641509434
sub-s549	CCTHot	0.08921182929434694	64	6.808510638297872
sub-s549	WATT3	0.06514783463320284	6	0.7352941176470589
sub-s549	stopSignal	0.0754240162148125	10	1.9083969465648856
sub-s549	twoByTwo	0.07354872936803647	22	2.167487684729064
sub-s553	DPX	0.07288036266862645	17	1.539855072463768
sub-s553	discountFix	0.05652912846263685	0	0.0
sub-s553	motorSelectiveStop	0.052999862377458046	0	0.0
sub-s553	rest	0.07631479782137757	0	0.0
sub-s553	stroop	0.0517153730882155	0	0.0
sub-s553	surveyMedley	0.058083053533991014	0	0.0
sub-s553	ANT	0.06488005875627571	0	0.0
sub-s553	CCTHot	0.06462985983313249	5	0.509683995922528
sub-s553	WATT3	0.13771111909308348	36	4.181184668989547
sub-s553	stopSignal	0.060542668952500614	2	0.3898635477582846
sub-s553	twoByTwo	0.07527952958083983	21	2.0388349514563107
sub-s554	ANT	0.0856067888166885	14	2.587800369685767
sub-s554	CCTHot	0.07874505124643387	10	0.9389671361502347
sub-s554	WATT3	0.07073025276076786	3	0.48
sub-s554	rest	0.06866500994830942	5	0.7082152974504249
sub-s554	stopSignal	0.07676682785770571	10	1.968503937007874
sub-s554	twoByTwo	0.10614767717533126	97	9.41747572815534
sub-s554	DPX	0.07567314228145133	35	3.170289855072464
sub-s554	discountFix	0.0832874995569829	35	3.723404255319149
sub-s554	motorSelectiveStop	0.07230096246585935	14	1.4314928425357873
sub-s554	stroop	0.0721463759829424	4	1.238390092879257
sub-s554	surveyMedley	0.062277804656940605	0	0.0
sub-s555	ANT	0.05842315329516908	0	0.0
sub-s555	CCTHot	0.06807275653007831	13	1.2206572769953052
sub-s555	WATT3	0.07601379557468066	21	2.5059665871121717
sub-s555	rest	0.06315100799173518	3	0.42492917847025496
sub-s555	stopSignal	0.05877760247939431	0	0.0
sub-s555	twoByTwo	0.06184475461399487	7	0.6796116504854369
sub-s555	DPX	0.0578854542888239	6	0.5434782608695652
sub-s555	discountFix	0.056974711858794824	3	0.31512605042016806
sub-s555	motorSelectiveStop	0.058353395874521895	5	0.508130081300813
sub-s555	stroop	0.06082211565236939	0	0.0
sub-s555	surveyMedley	0.06163674348492682	1	0.16611295681063123
sub-s556	ANT	0.05250978261887622	0	0.0
sub-s556	CCTHot	0.06993648140376145	29	3.589108910891089
sub-s556	WATT3	0.06690806380793525	13	1.4976958525345623
sub-s556	rest	0.05488512870611111	0	0.0
sub-s556	stopSignal	0.0550473393784615	8	1.5686274509803921
sub-s556	twoByTwo	0.05411042687054551	8	0.7766990291262136
sub-s556	DPX	0.05568773445339647	13	1.187214611872146
sub-s556	discountFix	0.05375347006603444	10	1.0822510822510822
sub-s556	motorSelectiveStop	0.05597718506485634	11	1.1398963730569949
sub-s556	stroop	0.04915286603142317	0	0.0
sub-s556	surveyMedley	0.058242428202651166	6	0.9966777408637874
sub-s557	DPX	0.08339308220732236	30	2.717391304347826
sub-s557	discountFix	0.07761033852504459	9	0.972972972972973
sub-s557	motorSelectiveStop	0.09239740785865513	40	4.065040650406504
sub-s557	rest	0.08943302235573018	29	4.1076487252124645
sub-s557	stroop	0.08831508025301865	2	0.5899705014749262
sub-s557	surveyMedley	0.08558447628872269	12	1.9933554817275747
sub-s557	ANT	0.08994403623120954	19	3.5580524344569286
sub-s557	CCTHot	0.09117837448980029	18	2.0293122886133035
sub-s557	WATT3	0.07769938282231416	14	1.7156862745098038
sub-s557	stopSignal	0.07767584434748752	9	1.7892644135188867
sub-s557	twoByTwo	0.10698982684374882	48	4.673807205452775
sub-s558	DPX	0.11262421738070824	103	9.329710144927537
sub-s558	discountFix	0.10233107793107402	53	5.3861788617886175
sub-s558	motorSelectiveStop	0.10056187725981428	17	1.7276422764227641
sub-s558	rest	0.1158671461419311	80	11.331444759206798
sub-s558	stroop	0.1196365322366243	29	8.55457227138643
sub-s558	surveyMedley	0.11118541558903947	51	8.471760797342192
sub-s558	ANT	0.10229499583865821	11	2.0872865275142316
sub-s558	CCTHot	0.1240029018996979	129	12.823061630218687
sub-s558	WATT3	0.10204318924737535	24	2.888086642599278
sub-s558	stopSignal	0.11982022710237036	59	11.591355599214145
sub-s558	twoByTwo	0.09365131728118026	14	1.3793103448275863
sub-s561	DPX	0.0935977448081854	68	6.159420289855072
sub-s561	discountFix	0.09401168712614147	25	2.540650406504065
sub-s561	motorSelectiveStop	0.1004273093146496	25	2.540650406504065
sub-s561	rest	0.1104307972451678	23	3.2577903682719547
sub-s561	stroop	0.08885737567875529	7	2.0648967551622417
sub-s561	surveyMedley	0.10153574883336029	10	1.6611295681063123
sub-s561	ANT	0.1047225277813824	18	3.278688524590164
sub-s561	CCTHot	0.10001662418746796	27	2.606177606177606
sub-s561	WATT3	0.09828257537329037	18	3.1802120141342756
sub-s561	stopSignal	0.09897126570429512	9	1.768172888015717
sub-s561	twoByTwo	0.10270211483180623	10	0.9930486593843099
sub-s567	ANT	0.210500181684077	253	46.42201834862385
sub-s567	CCTHot	0.1846346176738431	251	31.218905472636816
sub-s567	WATT3	0.15205568222670712	257	28.42920353982301
sub-s567	rest	0.16075999288172466	134	18.980169971671387
sub-s567	stopSignal	0.14523205416062326	127	24.236641221374047
sub-s567	twoByTwo	0.1412011814597526	215	20.87378640776699
sub-s567	DPX	0.20077272100646862	369	33.42391304347826
sub-s567	discountFix	0.19694526527202522	302	32.89760348583878
sub-s567	motorSelectiveStop	0.20319414504679725	327	33.23170731707317
sub-s567	stroop	0.15223546398804533	60	18.51851851851852
sub-s567	surveyMedley	0.14061953582050443	106	17.60797342192691
sub-s568	ANT	0.1533861131388787	156	28.571428571428573
sub-s568	CCTHot	0.14382761282044484	253	24.095238095238095
sub-s568	WATT3	0.15660930414529492	228	28.428927680798004
sub-s568	rest	0.19578341673055658	285	40.36827195467422
sub-s568	stopSignal	0.17344841664925045	151	29.094412331406552
sub-s568	twoByTwo	0.144460978790592	203	19.70873786407767
sub-s568	DPX	0.1437190716332311	184	16.834400731930465
sub-s568	discountFix	0.13202984901562906	77	8.45225027442371
sub-s568	motorSelectiveStop	0.1249824416709419	60	6.204756980351603
sub-s568	stroop	0.11743764648007746	9	2.7777777777777777
sub-s568	surveyMedley	0.12667813930769878	31	5.149501661129568
sub-s570	ANT	0.07487656974399033	3	0.5484460694698354
sub-s570	CCTHot	0.10244342784285196	54	5.527123848515865
sub-s570	WATT3	0.09777865332477902	53	6.148491879350348
sub-s570	rest	0.07354235168433351	5	0.7082152974504249
sub-s570	stopSignal	0.0783045373122193	9	1.717557251908397
sub-s570	twoByTwo	0.10306162586634506	39	3.8883349950149553
sub-s570	DPX	0.13496878065329773	98	8.876811594202898
sub-s570	discountFix	0.1463511089256655	113	11.80773249738767
sub-s570	motorSelectiveStop	0.09625350629320871	21	2.1341463414634148
sub-s570	stroop	0.1659866314731841	29	8.55457227138643
sub-s570	surveyMedley	0.09912918345781589	20	3.3333333333333335
sub-s572	DPX	0.07424156646528048	7	0.6340579710144928
sub-s572	motorSelectiveStop	0.07948301491626639	5	0.508130081300813
sub-s572	rest	0.05818767749978149	0	0.0
sub-s572	stroop	0.06645607842620906	0	0.0
sub-s572	surveyMedley	0.07458656767668252	1	0.16611295681063123
sub-s572	ANT	0.07241369364363948	6	1.0909090909090908
sub-s572	CCTHot	0.08048048458254015	25	2.376425855513308
sub-s572	WATT3	0.06499483149710722	4	0.5242463958060288
sub-s572	stopSignal	0.06674750469821215	3	0.5813953488372093
sub-s572	twoByTwo	0.07314025475094811	14	1.3631937682570594
sub-s573	DPX	0.23240984195964717	279	25.317604355716878
sub-s573	discountFix	0.24765398950881293	288	31.372549019607842
sub-s573	motorSelectiveStop	0.12056472892368798	83	8.434959349593496
sub-s573	rest	0.15182920134197397	68	9.63172804532578
sub-s573	stroop	0.12345627907373437	23	7.0552147239263805
sub-s573	surveyMedley	0.17571358094925926	106	17.60797342192691
sub-s573	ANT	0.23333145437100783	110	20.37037037037037
sub-s573	CCTHot	0.1470015932707424	117	13.846153846153847
sub-s573	WATT3	0.13818129340356103	149	17.488262910798124
sub-s573	stopSignal	0.18285962974664927	105	20.6286836935167
sub-s573	twoByTwo	0.19568433941970728	121	12.003968253968255
sub-s574	DPX	0.0448741805241097	1	0.09066183136899365
sub-s574	discountFix	0.04522215395641939	1	0.10810810810810811
sub-s574	motorSelectiveStop	0.04542703425017709	0	0.0
sub-s574	rest	0.037894028783981695	0	0.0
sub-s574	stroop	0.04197669445766982	0	0.0
sub-s574	surveyMedley	0.04118568669279394	1	0.16611295681063123
sub-s574	ANT	0.03803710542380651	0	0.0
sub-s574	CCTHot	0.0769849523661609	25	3.7037037037037037
sub-s574	WATT3	0.0381293473646028	5	0.7385524372230429
sub-s574	stopSignal	0.04920840974423019	12	2.357563850687623
sub-s574	twoByTwo	0.04261522842913901	18	1.7475728155339805
sub-s577	ANT	0.04614718266276977	2	0.3546099290780142
sub-s577	CCTHot	0.05144591657397684	1	0.13210039630118892
sub-s577	WATT3	0.059033514032586235	8	0.9803921568627451
sub-s577	rest	0.13909046601506792	134	18.980169971671387
sub-s577	stopSignal	0.054243896609388234	1	0.1949317738791423
sub-s577	twoByTwo	0.06761109283691132	18	1.7664376840039253
sub-s577	DPX	0.0781954881380392	5	0.4528985507246377
sub-s577	discountFix	0.08404148380162245	19	2.0364415862808145
sub-s577	motorSelectiveStop	0.08804994592396244	24	2.4390243902439024
sub-s577	stroop	0.08558133835995899	1	0.2949852507374631
sub-s577	surveyMedley	0.0730867874812397	1	0.16611295681063123
sub-s579	ANT	0.07924483284228245	14	2.6365348399246704
sub-s579	CCTHot	0.11941311783292273	54	5.595854922279793
sub-s579	WATT3	0.11694572380410417	74	10.068027210884354
sub-s579	rest	0.08831884639090427	27	3.8243626062322944
sub-s579	stopSignal	0.14255640922923532	46	9.163346613545817
sub-s579	twoByTwo	0.10627183222925392	42	4.2
sub-s581	DPX	0.41725034629277696	628	56.88405797101449
sub-s581	discountFix	0.290576303161292	277	30.174291938997822
sub-s581	motorSelectiveStop	0.058525109823571446	2	0.2032520325203252
sub-s581	rest	0.09538646381419788	67	9.490084985835693
sub-s581	stroop	0.059210549960805936	3	0.8849557522123894
sub-s581	surveyMedley	0.21218746838427094	154	25.58139534883721
sub-s581	ANT	0.0824231928730269	4	0.6920415224913494
sub-s581	CCTHot	0.09611072307886981	26	2.4413145539906105
sub-s581	WATT3	0.09638910445829589	11	1.2168141592920354
sub-s581	stopSignal	0.08459690119297374	6	1.1450381679389312
sub-s581	twoByTwo	0.09595874429976892	11	1.0679611650485437
sub-s582	DPX	0.149849845553444	173	15.670289855072463
sub-s582	discountFix	0.09219230650856101	34	3.6016949152542375
sub-s582	motorSelectiveStop	0.15599902822405068	99	10.060975609756097
sub-s582	rest	0.13620657205851514	112	15.864022662889518
sub-s582	stroop	0.10614213410521775	26	7.669616519174041
sub-s582	surveyMedley	0.08462717688887875	6	0.9966777408637874
sub-s582	ANT	0.21639512303215394	127	23.475046210720887
sub-s582	CCTHot	0.1253889367438359	67	8.827404479578393
sub-s582	WATT3	0.1036110610013048	12	1.9672131147540983
sub-s582	stopSignal	0.10580379399368882	31	6.090373280943026
sub-s582	twoByTwo	0.18777398561701797	186	18.058252427184467
sub-s583	DPX	0.0899629396702582	20	1.8115942028985508
sub-s583	discountFix	0.09161462611231443	13	1.3265306122448979
sub-s583	motorSelectiveStop	0.08941377112570724	7	0.7113821138211383
sub-s583	rest	0.07891434189885627	0	0.0
sub-s583	stroop	0.07646498825032896	0	0.0
sub-s583	surveyMedley	0.08943497763973027	4	0.6644518272425249
sub-s583	ANT	0.08181392117894931	4	0.6920415224913494
sub-s583	CCTHot	0.08858790370368386	6	0.5633802816901409
sub-s583	WATT3	0.08525747355836232	6	0.6952491309385863
sub-s583	stopSignal	0.07431125850216347	0	0.0
