"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"1829","13","text","0","1832","0.0-0.0","s579","","","","","","","","","","","","","","","","","",""
"3569","89","poldrack-text","1","6407","0.0-1.0","s579","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","3569","500","fmri_response_test","","","","","","","","","","","","","",""
"390","71","poldrack-text","2","7301","0.0-2.0","s579","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","390","500","fmri_response_test","","","","","","","","","","","","","",""
"7290","","survey-text","3","15096","0.0-3.0","s579","","","","task_setup","{""Q0"":""100""}","","","","","","","","","","","","",""
"23523","32","poldrack-single-stim","4","39644","0.0-4.0","s579","","23523","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png></img>index finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png></img>index finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","23523","","","","","","","","","",""
"926","71","poldrack-categorize","5","42001","0.0-5.0-0.0-0.0","s579","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","500","practice","0","","","","",""
"736","71","poldrack-categorize","6","44614","0.0-5.0-0.0-1.0","s579","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","1","","","","",""
"428","89","poldrack-categorize","7","47222","0.0-5.0-0.0-2.0","s579","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","2","","","","",""
"463","89","poldrack-categorize","8","49830","0.0-5.0-0.0-3.0","s579","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","3","","","","",""
"694","89","poldrack-categorize","9","52439","0.0-5.0-0.0-4.0","s579","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","500","practice","4","","","","",""
"533","71","poldrack-categorize","10","55046","0.0-5.0-0.0-5.0","s579","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","500","practice","5","","","","",""
"567","89","poldrack-categorize","11","57655","0.0-5.0-0.0-6.0","s579","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","500","practice","6","","","","",""
"562","89","poldrack-categorize","12","60263","0.0-5.0-0.0-7.0","s579","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","7","","","","",""
"478","71","poldrack-categorize","13","62871","0.0-5.0-0.0-8.0","s579","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","false","89","500","practice","8","","","","",""
"642","71","poldrack-categorize","14","65476","0.0-5.0-0.0-9.0","s579","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","500","practice","9","","","","",""
"585","71","poldrack-categorize","15","68082","0.0-5.0-0.0-10.0","s579","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","10","","","","",""
"476","71","poldrack-categorize","16","70687","0.0-5.0-0.0-11.0","s579","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","11","","","","",""
"19976","32","poldrack-text","17","90918","0.0-6.0","s579","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","19976","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"905","84","poldrack-text","18","91823","0.0-7.0","s579","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","905","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","19","92503","0.0-8.0","s579","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","20","93183","0.0-9.0","s579","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
