"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","problem_time","correct","exp_id"
"13156","13","text","0","13158","0.0-0.0","s548","","","","","","","","","","","","","","","","","",""
"1158","89","poldrack-text","1","15320","0.0-1.0","s548","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1158","500","fmri_response_test","","","","","","","","","","","","","",""
"462","71","poldrack-text","2","16283","0.0-2.0","s548","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","462","500","fmri_response_test","","","","","","","","","","","","","",""
"1014","82","poldrack-text","3","17799","0.0-3.0","s548","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1014","500","fmri_response_test","","","","","","","","","","","","","",""
"18381","32","poldrack-single-stim","4","36684","0.0-4.0","s548","","18381","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","18381","","","","","","","","","","",""
"28906","32","poldrack-text","5","65590","0.0-5.0","s548","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","28906","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1312","84","poldrack-text","6","66902","0.0-6.0","s548","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1312","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","7","67583","0.0-7.0","s548","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","8","68262","0.0-8.0","s548","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","9","68943","0.0-9.0","s548","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","10","69622","0.0-10.0","s548","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","11","70303","0.0-11.0","s548","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","12","70982","0.0-12.0","s548","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","13","71663","0.0-13.0","s548","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
