"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","exp_stage","problem_time","correct","exp_id"
"3030","13","text","0","3032","0.0-0.0","s588","","","","","","","","","","","","","","","","","",""
"1680","89","poldrack-text","1","5717","0.0-1.0","s588","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1680","500","fmri_response_test","","","","","","","","","","","","","",""
"1356","71","poldrack-text","2","7578","0.0-2.0","s588","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1356","500","fmri_response_test","","","","","","","","","","","","","",""
"2406","82","poldrack-text","3","10490","0.0-3.0","s588","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","2406","500","fmri_response_test","","","","","","","","","","","","","",""
"24529","32","poldrack-single-stim","4","35527","0.0-4.0","s588","","24529","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","24529","","","","","","","","","","",""
"27577","32","poldrack-text","5","63105","0.0-5.0","s588","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","27577","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1877","84","poldrack-text","6","64983","0.0-6.0","s588","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1877","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","7","65662","0.0-7.0","s588","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","8","66343","0.0-8.0","s588","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","9","67022","0.0-9.0","s588","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","10","67703","0.0-10.0","s588","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","11","68383","0.0-11.0","s588","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","12","69063","0.0-12.0","s588","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
