"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","survey","item_coding","item_text","options","response","coded_response","exp_id"
"10277","13","text","0","10280","0.0-0.0","s588","","","","","","","","","","","","","",""
"1512","66","poldrack-text","1","12795","0.0-1.0","s588","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb finger</p></div>","1512","500","fmri_response_test","","","","","","","","","",""
"1350","89","poldrack-text","2","14645","0.0-2.0","s588","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1350","500","fmri_response_test","","","","","","","","","",""
"1876","71","poldrack-text","3","17027","0.0-3.0","s588","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1876","500","fmri_response_test","","","","","","","","","",""
"2184","82","poldrack-text","4","19713","0.0-4.0","s588","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","2184","500","fmri_response_test","","","","","","","","","",""
"925","77","poldrack-text","5","21141","0.0-5.0","s588","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>","925","500","fmri_response_test","","","","","","","","","",""
"12446","32","poldrack-single-stim","6","34090","0.0-6.0","s588","","12446","0","instructions","<div class = centerbox><div class = center-text>Respond to the questions!</div></div>","32","12446","","","","","","",""
"21017","32","poldrack-text","7","55109","0.0-7.0","s588","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","21017","0","fmri_scanner_wait","","","","","","","","","",""
"2314","84","poldrack-text","8","57424","0.0-8.0","s588","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","2314","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","9","58104","0.0-9.0","s588","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","10","58784","0.0-10.0","s588","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","11","59464","0.0-11.0","s588","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
